id,Age,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Sleep Duration,Work/Study Hours,Financial Stress,sleep_hours,decision_fatigue_level
117581,34,4,0,7.74,1,Less than 5 hours,11,3,4,2
117583,33,4,0,9.89,1,7-8 hours,7,4,7.5,0
117590,20,4,0,5.7,2,Less than 5 hours,3,2,4,2
117593,21,1,0,7.53,3,Less than 5 hours,10,2,4,2
117596,23,3,0,6.65,1,Less than 5 hours,12,3,4,2
117599,20,4,0,9.74,2,Less than 5 hours,0,3,4,2
117606,25,2,0,9.71,4,More than 8 hours,10,2,8.5,0
117613,20,2,0,8.92,3,Less than 5 hours,4,1,4,0
117619,21,1,0,9.91,4,5-6 hours,0,2,5.5,0
117622,24,4,0,8.74,2,Less than 5 hours,8,5,4,2
117625,20,3,0,9.95,1,Less than 5 hours,12,5,4,2
117626,31,5,0,10,4,7-8 hours,6,1,7.5,0
117629,33,5,0,9.44,1,5-6 hours,9,5,5.5,2
117634,23,5,0,8.58,1,Less than 5 hours,6,3,4,2
117642,21,2,0,8.78,4,5-6 hours,3,5,5.5,1
117645,28,1,0,7.13,1,Less than 5 hours,0,3,4,0
117651,25,3,0,9.67,5,5-6 hours,10,4,5.5,2
117670,21,2,0,9.89,4,7-8 hours,12,5,7.5,1
117671,20,3,0,7.64,5,Less than 5 hours,12,1,4,2
117674,28,3,0,5.32,4,Less than 5 hours,0,3,4,0
117675,30,3,0,5.1,3,7-8 hours,10,3,7.5,1
117677,25,2,0,7.28,2,More than 8 hours,8,1,8.5,0
117683,24,5,0,5.74,1,More than 8 hours,9,1,8.5,0
117684,27,1,0,8.91,2,Less than 5 hours,8,3,4,2
117690,31,1,0,7.52,1,5-6 hours,6,3,5.5,0
117691,31,1,0,9.44,4,7-8 hours,10,2,7.5,0
117694,31,2,0,8.04,5,7-8 hours,12,1,7.5,1
117698,28,4,0,9.91,5,More than 8 hours,12,5,8.5,0
117701,30,3,0,6.51,2,5-6 hours,0,5,5.5,1
117704,28,1,0,7.43,4,7-8 hours,2,1,7.5,0
117713,18,3,0,8.95,3,Less than 5 hours,12,5,4,2
117714,33,3,0,8.56,3,More than 8 hours,0,5,8.5,0
117728,18,4,0,5.42,5,5-6 hours,9,2,5.5,2
117731,23,1,0,8.13,1,5-6 hours,8,3,5.5,2
117738,27,3,0,7.3,2,7-8 hours,1,1,7.5,1
117742,21,1,0,9.93,5,7-8 hours,12,2,7.5,0
117752,29,3,0,8.04,4,More than 8 hours,5,1,8.5,0
117762,33,3,0,5.99,3,7-8 hours,0,5,7.5,1
117764,21,5,0,8.04,1,More than 8 hours,12,2,8.5,0
117773,20,4,0,8.04,2,5-6 hours,3,2,5.5,2
117778,31,3,0,5.74,4,Less than 5 hours,4,1,4,0
117782,27,2,0,8.14,4,5-6 hours,12,4,5.5,2
117783,25,3,0,8.96,5,5-6 hours,5,4,5.5,1
117787,27,3,0,8.97,2,5-6 hours,11,5,5.5,2
117797,32,2,0,8.98,4,More than 8 hours,0,3,8.5,0
117802,23,4,0,8.44,1,Less than 5 hours,11,4,4,2
117803,29,4,0,5.74,3,Less than 5 hours,5,1,4,2
117804,34,1,0,8.69,3,Less than 5 hours,0,5,4,0
117818,29,4,0,6.1,1,Less than 5 hours,10,1,4,2
117820,18,3,0,5.76,2,7-8 hours,9,2,7.5,1
117828,24,1,0,9.26,3,Less than 5 hours,6,4,4,0
117839,34,4,0,8.98,2,5-6 hours,3,4,5.5,2
117840,21,5,0,6.75,3,7-8 hours,3,2,7.5,0
117849,19,3,0,5.99,4,7-8 hours,3,3,7.5,1
117851,18,5,0,5.57,4,5-6 hours,6,5,5.5,2
117854,34,2,0,7.88,4,More than 8 hours,6,5,8.5,0
117858,29,5,0,8.69,5,7-8 hours,5,2,7.5,0
117859,24,2,0,8.59,4,Less than 5 hours,0,5,4,0
117862,30,5,0,5.85,2,More than 8 hours,10,3,8.5,0
117863,19,3,0,8.04,4,Less than 5 hours,1,5,4,0
117868,21,3,0,6.41,2,More than 8 hours,6,4,8.5,0
117870,20,1,0,9.86,5,More than 8 hours,10,4,8.5,0
117882,25,3,0,5.27,4,Less than 5 hours,11,5,4,2
117886,23,1,0,8.73,1,More than 8 hours,9,5,8.5,0
117888,24,5,0,9.04,5,7-8 hours,8,4,7.5,0
117891,23,3,0,6.36,3,7-8 hours,7,3,7.5,1
117894,27,1,0,9.04,3,7-8 hours,10,5,7.5,0
117901,25,2,0,7.9,5,5-6 hours,12,3,5.5,2
117904,20,3,0,8.04,4,More than 8 hours,1,4,8.5,0
117908,26,3,0,5.14,2,7-8 hours,10,4,7.5,1
117911,19,4,0,9.79,1,5-6 hours,10,4,5.5,2
117912,32,3,0,5.74,2,Less than 5 hours,4,5,4,0
117921,19,5,0,7.3,3,Less than 5 hours,10,3,4,2
117923,22,1,0,6.52,1,Less than 5 hours,8,5,4,2
117924,33,1,0,7.04,3,5-6 hours,5,1,5.5,0
117929,28,5,0,5.85,3,Less than 5 hours,12,4,4,2
117937,20,4,0,6.25,2,7-8 hours,8,3,7.5,0
117939,33,2,0,5.74,5,7-8 hours,4,2,7.5,1
117940,33,5,0,8.63,5,Less than 5 hours,12,5,4,2
117944,25,5,0,8,3,More than 8 hours,12,2,8.5,0
117954,28,3,0,7.77,2,Less than 5 hours,9,3,4,2
117958,20,5,0,9.19,2,Less than 5 hours,7,5,4,2
117963,26,2,0,9.44,3,7-8 hours,10,2,7.5,1
117974,31,3,0,6.78,4,More than 8 hours,2,4,8.5,0
117982,20,4,0,5.6,4,Less than 5 hours,4,4,4,2
117983,33,1,0,7.5,1,Less than 5 hours,1,5,4,0
117987,34,4,0,8.59,1,5-6 hours,4,3,5.5,2
117997,21,4,0,7.25,3,More than 8 hours,0,3,8.5,0
117999,18,3,0,9.86,5,7-8 hours,4,1,7.5,1
118005,42,5,0,5.32,4,7-8 hours,12,5,7.5,0
118006,25,4,0,8.64,2,More than 8 hours,12,4,8.5,0
118008,24,2,0,9.72,4,5-6 hours,4,2,5.5,1
118011,25,2,0,9.79,4,5-6 hours,3,2,5.5,1
118021,20,3,0,9.6,2,Less than 5 hours,0,5,4,0
118044,31,5,0,6.89,2,More than 8 hours,6,2,8.5,0
118045,21,4,0,7.5,5,Less than 5 hours,8,3,4,2
118047,32,4,0,5.52,1,5-6 hours,8,3,5.5,2
118054,21,4,0,5.74,2,Less than 5 hours,10,3,4,2
118059,32,3,0,7.49,1,More than 8 hours,10,4,8.5,0
118062,20,3,0,8.9,3,Less than 5 hours,9,4,4,2
118063,21,1,0,6.47,2,5-6 hours,10,3,5.5,2
118064,31,3,0,8.25,4,More than 8 hours,10,1,8.5,0
118065,19,3,0,9.96,2,5-6 hours,10,1,5.5,2
118069,19,1,0,8.59,1,5-6 hours,3,1,5.5,0
118073,34,2,0,8.44,5,More than 8 hours,0,4,8.5,0
118078,19,4,0,9.67,2,More than 8 hours,11,4,8.5,0
118081,25,2,0,6.86,3,5-6 hours,1,4,5.5,1
118082,27,3,0,5.37,5,5-6 hours,6,2,5.5,1
118104,29,5,0,7.51,5,More than 8 hours,11,1,8.5,0
118111,21,2,0,5.08,4,More than 8 hours,9,4,8.5,0
118116,29,2,0,8.73,1,Less than 5 hours,0,1,4,0
118119,30,5,0,9.21,3,7-8 hours,10,5,7.5,0
118122,28,4,0,8.24,1,More than 8 hours,11,2,8.5,0
118125,27,4,0,5.79,4,Less than 5 hours,2,3,4,2
118133,19,2,0,5.32,5,More than 8 hours,10,1,8.5,0
118136,19,5,0,8.52,5,7-8 hours,12,2,7.5,0
118141,20,3,0,6.21,2,Less than 5 hours,10,1,4,2
118142,23,3,0,6.27,2,7-8 hours,11,2,7.5,1
118148,20,4,0,8.95,3,More than 8 hours,11,4,8.5,0
118150,20,3,0,7.53,5,7-8 hours,9,4,7.5,1
118151,19,1,0,8.04,3,More than 8 hours,3,1,8.5,0
118155,24,3,0,8.79,3,5-6 hours,3,5,5.5,1
118162,29,4,0,9.56,1,7-8 hours,4,1,7.5,0
118165,27,1,0,9.24,3,More than 8 hours,10,2,8.5,0
118175,27,4,0,9.03,1,More than 8 hours,3,4,8.5,0
118186,28,3,0,5.69,4,Less than 5 hours,0,1,4,0
118187,24,4,0,5.64,2,7-8 hours,6,5,7.5,0
118188,33,3,0,7.15,4,Less than 5 hours,10,4,4,2
118189,23,5,0,9.93,3,Less than 5 hours,11,2,4,2
118193,20,3,0,6.41,3,7-8 hours,12,3,7.5,1
118209,29,5,0,9.54,5,7-8 hours,11,4,7.5,0
118211,21,1,0,8.74,4,Less than 5 hours,6,1,4,0
118212,32,5,0,5.06,5,5-6 hours,1,4,5.5,2
118227,18,4,0,6.83,1,7-8 hours,6,5,7.5,0
118231,31,5,0,7.99,4,5-6 hours,12,1,5.5,2
118232,18,4,0,9.63,2,More than 8 hours,7,3,8.5,0
118236,23,3,0,7.11,2,7-8 hours,10,5,7.5,1
118237,22,3,0,7.88,3,Less than 5 hours,11,3,4,2
118245,20,5,0,8.94,4,Less than 5 hours,10,2,4,2
118246,32,3,0,8.81,4,More than 8 hours,10,4,8.5,0
118248,31,4,0,5.61,3,7-8 hours,1,3,7.5,0
118255,33,5,0,8.61,3,Less than 5 hours,1,5,4,2
118259,32,3,0,9.72,5,5-6 hours,11,4,5.5,2
118267,25,1,0,6.75,3,Less than 5 hours,1,1,4,0
118269,24,4,0,5.46,3,5-6 hours,0,3,5.5,2
118270,31,3,0,6.81,3,5-6 hours,1,4,5.5,1
118271,18,3,0,8.14,3,Less than 5 hours,10,5,4,2
118279,28,5,0,7.12,3,Less than 5 hours,3,5,4,2
118281,28,5,0,9.88,2,Less than 5 hours,5,5,4,2
118282,24,3,0,6.78,1,7-8 hours,11,5,7.5,1
118289,26,1,0,7.28,4,Less than 5 hours,6,2,4,0
118294,24,3,0,6.88,4,7-8 hours,11,4,7.5,1
118299,18,2,0,9.37,1,7-8 hours,6,1,7.5,1
118310,22,2,0,6.03,5,7-8 hours,0,3,7.5,1
118315,25,2,0,9.44,3,5-6 hours,12,4,5.5,2
118319,25,4,0,7.53,5,5-6 hours,0,4,5.5,2
118331,28,3,0,9.91,2,7-8 hours,10,5,7.5,1
118345,21,1,0,7.09,3,7-8 hours,11,2,7.5,0
118347,19,3,0,5.66,5,5-6 hours,5,1,5.5,1
118349,20,4,0,5.56,5,7-8 hours,2,5,7.5,0
118350,21,3,0,7.7,3,More than 8 hours,0,2,8.5,0
118352,32,5,0,9.21,1,5-6 hours,12,2,5.5,2
118355,30,1,0,9.84,4,Less than 5 hours,7,1,4,2
118360,26,4,0,5.6,3,7-8 hours,7,2,7.5,0
118373,21,1,0,9.05,1,More than 8 hours,11,2,8.5,0
118376,20,3,0,7.25,3,More than 8 hours,10,4,8.5,0
118380,22,2,0,8.46,4,7-8 hours,0,1,7.5,1
118382,30,4,0,9.39,1,5-6 hours,8,5,5.5,2
118383,25,1,0,6.59,4,Less than 5 hours,12,2,4,2
118385,30,1,0,8.08,1,More than 8 hours,5,3,8.5,0
118386,23,4,0,6.78,3,More than 8 hours,3,4,8.5,0
118395,18,4,0,9.41,4,5-6 hours,1,2,5.5,2
118396,18,2,0,8.74,3,Less than 5 hours,10,5,4,2
118400,29,3,0,6.78,4,Less than 5 hours,12,3,4,2
118408,29,2,0,9.67,2,Less than 5 hours,3,4,4,0
118410,28,5,0,9.05,1,7-8 hours,3,3,7.5,0
118413,26,2,0,5.84,5,Less than 5 hours,6,1,4,0
118415,30,3,0,8.09,3,5-6 hours,3,3,5.5,1
118416,25,1,0,9.86,3,More than 8 hours,12,3,8.5,0
118418,32,3,0,7.02,4,5-6 hours,1,2,5.5,1
118422,29,2,0,9.88,4,5-6 hours,4,2,5.5,1
118423,24,1,0,8.47,2,7-8 hours,0,5,7.5,0
118435,18,1,0,5.51,3,More than 8 hours,6,1,8.5,0
118436,24,3,0,5.11,2,Less than 5 hours,7,4,4,2
118439,31,3,0,8.23,4,Less than 5 hours,0,4,4,0
118448,19,1,0,8.62,3,7-8 hours,7,3,7.5,0
118458,24,5,0,9.74,3,More than 8 hours,6,3,8.5,0
118459,33,1,0,9.11,2,5-6 hours,6,1,5.5,0
118468,18,5,0,6.47,2,7-8 hours,5,5,7.5,0
118475,27,1,0,5.37,4,Less than 5 hours,11,3,4,2
118476,22,2,0,8.04,3,7-8 hours,9,1,7.5,1
118488,28,3,0,7.09,4,5-6 hours,10,3,5.5,2
118489,21,1,0,8.04,3,7-8 hours,3,2,7.5,0
118491,34,4,0,8.04,5,7-8 hours,11,5,7.5,0
118497,31,1,0,8.08,1,Less than 5 hours,1,3,4,0
118499,21,4,0,7.91,2,Less than 5 hours,8,3,4,2
118504,24,2,0,9.13,1,5-6 hours,10,3,5.5,2
118506,27,3,0,9.41,2,Less than 5 hours,4,5,4,0
118509,28,5,0,6.74,2,More than 8 hours,10,4,8.5,0
118514,27,3,0,7.1,4,7-8 hours,6,4,7.5,1
118524,19,5,0,9.44,4,7-8 hours,11,4,7.5,0
118528,32,2,0,9.96,1,Less than 5 hours,3,2,4,0
118530,21,5,0,8.91,1,5-6 hours,10,3,5.5,2
118542,34,2,0,8.54,4,More than 8 hours,10,4,8.5,0
118550,21,1,0,7.94,1,More than 8 hours,8,3,8.5,0
118559,23,4,0,8.04,2,5-6 hours,12,2,5.5,2
118560,20,4,0,8.63,2,Less than 5 hours,11,4,4,2
118568,27,5,0,9.86,2,Less than 5 hours,1,1,4,2
118569,22,2,0,6.99,2,More than 8 hours,6,2,8.5,0
118572,34,4,0,9.11,4,More than 8 hours,10,4,8.5,0
118575,33,1,0,5.11,1,Less than 5 hours,7,2,4,2
118583,20,3,0,6.03,3,5-6 hours,10,5,5.5,2
118591,20,3,0,8.59,5,More than 8 hours,12,3,8.5,0
118599,25,2,0,8.04,4,7-8 hours,0,3,7.5,1
118600,27,2,0,8.75,3,Less than 5 hours,8,5,4,2
118606,34,1,0,5.9,5,Less than 5 hours,4,1,4,0
118609,30,3,0,9.54,1,5-6 hours,12,5,5.5,2
118611,20,1,0,8.21,4,Less than 5 hours,12,3,4,2
118616,22,5,0,9.63,1,Less than 5 hours,8,5,4,2
118620,32,3,0,8.24,3,7-8 hours,10,2,7.5,1
118621,20,3,0,8.04,2,Less than 5 hours,11,5,4,2
118625,18,3,0,9.59,3,Less than 5 hours,6,4,4,0
118627,25,3,0,5.08,4,Less than 5 hours,6,4,4,0
118635,22,4,0,8.04,3,7-8 hours,9,4,7.5,0
118648,21,3,0,5.12,4,More than 8 hours,11,2,8.5,0
118652,33,5,0,9.93,5,Less than 5 hours,3,1,4,2
118653,23,3,0,9.98,4,More than 8 hours,10,3,8.5,0
118661,33,5,0,5.82,1,Less than 5 hours,6,2,4,2
118665,26,2,0,8.04,2,Less than 5 hours,5,4,4,0
118666,28,3,0,6,4,Less than 5 hours,1,3,4,0
118671,26,4,0,6.1,5,Less than 5 hours,6,5,4,2
118673,29,3,0,6.75,5,7-8 hours,11,4,7.5,1
118674,23,5,0,7.85,1,7-8 hours,10,3,7.5,0
118676,30,2,0,5.81,3,7-8 hours,0,2,7.5,1
118680,24,4,0,8.71,3,7-8 hours,5,1,7.5,0
118681,25,1,0,5.85,5,Less than 5 hours,12,3,4,2
118688,29,4,0,8.5,2,5-6 hours,12,3,5.5,2
118689,29,5,0,6,4,7-8 hours,11,3,7.5,0
118691,24,2,0,9.74,1,7-8 hours,3,2,7.5,1
118693,19,2,0,8.35,3,7-8 hours,4,1,7.5,1
118704,27,3,0,7.46,3,7-8 hours,12,5,7.5,1
118708,31,5,0,7.88,2,5-6 hours,11,2,5.5,2
118712,19,5,0,5.66,3,5-6 hours,2,4,5.5,2
118715,27,3,0,9.21,4,5-6 hours,0,1,5.5,1
118728,28,3,0,9.89,4,More than 8 hours,5,3,8.5,0
118731,18,2,0,5.99,4,Less than 5 hours,11,1,4,2
118732,25,5,0,5.57,1,7-8 hours,12,5,7.5,0
118747,23,4,0,8.78,4,Less than 5 hours,2,2,4,2
118749,27,5,0,9.74,3,7-8 hours,5,4,7.5,0
118752,19,1,0,9.39,1,More than 8 hours,11,5,8.5,0
118760,18,3,0,5.12,5,7-8 hours,7,5,7.5,1
118766,34,3,0,5.86,4,Less than 5 hours,10,5,4,2
118768,31,5,0,7.32,3,Less than 5 hours,4,4,4,2
118775,20,1,0,9.96,3,5-6 hours,11,5,5.5,2
118781,33,4,0,7.88,4,Less than 5 hours,11,2,4,2
118799,20,3,0,8.81,4,Less than 5 hours,9,2,4,2
118802,21,3,0,9.87,1,7-8 hours,12,4,7.5,1
118806,23,5,0,9.93,2,More than 8 hours,6,5,8.5,0
118815,29,3,0,9.67,2,7-8 hours,11,5,7.5,1
118820,33,2,0,6.23,3,5-6 hours,8,5,5.5,2
118821,28,2,0,8.14,3,7-8 hours,0,1,7.5,1
118829,26,4,0,9.96,2,5-6 hours,7,2,5.5,2
118833,31,5,0,9.93,2,More than 8 hours,11,5,8.5,0
118842,29,5,0,5.25,4,7-8 hours,12,5,7.5,0
118845,28,5,0,8.04,5,7-8 hours,11,5,7.5,0
118852,25,4,0,7.38,2,Less than 5 hours,12,5,4,2
118853,20,4,0,8.03,1,7-8 hours,1,2,7.5,0
118866,33,2,0,7.15,3,More than 8 hours,10,1,8.5,0
118870,24,4,0,7.27,1,5-6 hours,6,2,5.5,2
118876,33,3,0,5.32,5,More than 8 hours,8,4,8.5,0
118877,21,5,0,7.25,4,7-8 hours,12,5,7.5,0
118880,24,4,0,9.89,2,Less than 5 hours,8,3,4,2
118884,31,2,0,8.24,3,7-8 hours,12,5,7.5,1
118887,33,5,0,9.96,1,Less than 5 hours,10,1,4,2
118891,29,5,0,8.74,4,Less than 5 hours,6,2,4,2
118893,26,2,0,5.37,5,7-8 hours,12,1,7.5,1
118896,26,5,0,5.68,2,More than 8 hours,11,5,8.5,0
118900,33,2,0,6,2,Less than 5 hours,5,4,4,0
118902,27,5,0,9.86,1,Less than 5 hours,10,5,4,2
118903,27,1,0,9.04,5,7-8 hours,4,4,7.5,0
118913,26,4,0,8.17,1,More than 8 hours,5,5,8.5,0
118917,18,1,0,7.88,4,More than 8 hours,7,1,8.5,0
118921,32,3,0,7.47,1,5-6 hours,8,2,5.5,2
118934,32,3,0,7.13,4,Less than 5 hours,0,1,4,0
118939,19,2,0,8.04,5,More than 8 hours,10,2,8.5,0
118941,18,3,0,6.51,2,7-8 hours,11,2,7.5,1
118946,27,1,0,5.12,1,Less than 5 hours,0,2,4,0
118947,18,5,0,9.24,1,More than 8 hours,6,5,8.5,0
118950,28,5,0,7.09,5,7-8 hours,7,4,7.5,0
118951,22,4,0,9.84,1,More than 8 hours,8,4,8.5,0
118953,26,2,0,8.85,4,Less than 5 hours,12,4,4,2
118958,20,3,0,6.29,3,5-6 hours,11,5,5.5,2
118975,30,4,0,7.1,2,Less than 5 hours,10,1,4,2
118976,28,1,0,5.57,1,More than 8 hours,5,2,8.5,0
118981,19,1,0,6.61,2,Less than 5 hours,7,1,4,2
118988,28,3,0,5.1,3,Less than 5 hours,4,4,4,0
118990,28,5,0,9.44,1,More than 8 hours,12,3,8.5,0
118994,23,5,0,8.04,1,7-8 hours,10,5,7.5,0
118996,21,3,0,9.11,4,Less than 5 hours,7,4,4,2
118998,20,3,0,8.29,4,More than 8 hours,9,4,8.5,0
119008,24,2,0,5.7,2,5-6 hours,12,1,5.5,2
119021,28,1,0,5.38,2,7-8 hours,5,2,7.5,0
119027,21,4,0,6.38,3,7-8 hours,7,4,7.5,0
119036,33,1,0,9.34,2,More than 8 hours,4,3,8.5,0
119038,22,4,0,8.04,1,7-8 hours,4,2,7.5,0
119041,34,3,0,8.08,4,Less than 5 hours,2,2,4,0
119046,18,4,0,7.1,1,Less than 5 hours,12,4,4,2
119054,23,4,0,8.11,1,5-6 hours,6,1,5.5,2
119056,24,2,0,8.75,3,More than 8 hours,9,5,8.5,0
119066,24,4,0,9.7,1,More than 8 hours,10,4,8.5,0
119075,32,3,0,5.42,4,More than 8 hours,10,1,8.5,0
119076,28,5,0,8.59,2,7-8 hours,9,5,7.5,0
119081,32,1,0,5.27,3,5-6 hours,11,4,5.5,2
119083,19,5,0,6.38,4,Less than 5 hours,6,3,4,2
119087,20,3,0,8.42,5,5-6 hours,1,1,5.5,1
119090,21,5,0,7.75,2,7-8 hours,10,5,7.5,0
119091,28,1,0,9.84,4,More than 8 hours,12,1,8.5,0
119098,26,5,0,8.77,1,7-8 hours,12,2,7.5,0
119100,30,2,0,8.04,3,Less than 5 hours,10,1,4,2
119101,27,5,0,5.72,5,5-6 hours,9,3,5.5,2
119104,30,1,0,9.24,2,Less than 5 hours,6,5,4,0
119105,18,4,0,7.25,1,5-6 hours,6,5,5.5,2
119123,22,4,0,8.04,4,Less than 5 hours,11,4,4,2
119133,21,1,0,7.09,1,5-6 hours,2,3,5.5,0
119139,29,5,0,9.96,3,5-6 hours,10,2,5.5,2
119142,18,2,0,9.93,4,More than 8 hours,3,5,8.5,0
119159,23,3,0,9.84,3,Less than 5 hours,10,4,4,2
119165,21,1,0,6.02,1,More than 8 hours,5,1,8.5,0
119169,34,2,0,9.89,4,Less than 5 hours,3,4,4,0
119173,34,3,0,7.64,4,5-6 hours,5,4,5.5,1
119186,33,1,0,7.09,4,Less than 5 hours,12,4,4,2
119192,26,5,0,6.29,1,Less than 5 hours,8,2,4,2
119213,23,2,0,5.79,5,5-6 hours,8,5,5.5,2
119227,24,3,0,7.47,4,Less than 5 hours,7,2,4,2
119230,34,3,0,9.29,4,7-8 hours,12,3,7.5,1
119240,28,5,0,7.53,2,More than 8 hours,10,3,8.5,0
119246,26,3,0,6.1,3,More than 8 hours,4,2,8.5,0
119255,29,2,0,8.95,1,Less than 5 hours,11,4,4,2
119269,31,1,0,7.09,3,5-6 hours,7,1,5.5,2
119270,20,3,0,9.96,4,Less than 5 hours,1,5,4,0
119273,33,4,0,8.04,3,Less than 5 hours,0,1,4,2
119276,27,3,0,7.48,3,5-6 hours,1,4,5.5,1
119278,24,4,0,8.97,4,5-6 hours,6,3,5.5,2
119279,21,4,0,8.95,5,5-6 hours,7,5,5.5,2
119285,34,4,0,5.8,1,Less than 5 hours,2,2,4,2
119286,29,2,0,5.1,3,Less than 5 hours,1,2,4,0
119288,31,4,0,6.75,2,Less than 5 hours,9,2,4,2
119289,29,5,0,5.37,2,7-8 hours,12,4,7.5,0
119313,34,4,0,7.85,4,5-6 hours,1,2,5.5,2
119316,25,2,0,6.38,5,Less than 5 hours,10,4,4,2
119320,23,4,0,9.92,4,7-8 hours,2,4,7.5,0
119329,27,3,0,5.6,2,Less than 5 hours,0,5,4,0
119347,24,4,0,8.58,2,More than 8 hours,6,4,8.5,0
119355,19,3,0,5.56,1,7-8 hours,1,4,7.5,1
119358,30,3,0,9.42,1,7-8 hours,10,1,7.5,1
119359,26,4,0,5.64,4,5-6 hours,10,3,5.5,2
119370,33,4,0,8.93,4,5-6 hours,8,5,5.5,2
119371,25,4,0,6.37,1,Less than 5 hours,11,1,4,2
119373,27,5,0,6.38,1,7-8 hours,8,3,7.5,0
119374,21,5,0,5.64,5,More than 8 hours,11,3,8.5,0
119380,32,4,0,7.88,1,7-8 hours,10,1,7.5,0
119386,19,4,0,8.91,5,More than 8 hours,3,1,8.5,0
119389,21,1,0,8.42,5,7-8 hours,2,5,7.5,0
119399,33,2,0,7.64,2,7-8 hours,6,2,7.5,1
119402,30,4,0,9.79,2,5-6 hours,8,5,5.5,2
119403,31,3,0,9.89,3,Less than 5 hours,10,2,4,2
119418,33,1,0,9.44,5,More than 8 hours,0,4,8.5,0
119421,29,5,0,5.79,5,5-6 hours,11,5,5.5,2
119433,24,1,0,8.97,4,5-6 hours,11,1,5.5,2
119442,21,2,0,5.88,1,5-6 hours,5,5,5.5,1
119450,27,3,0,8.23,3,Less than 5 hours,12,4,4,2
119451,25,4,0,8.98,2,5-6 hours,10,3,5.5,2
119457,18,4,0,9.72,1,Less than 5 hours,1,3,4,2
119458,23,3,0,7.22,3,More than 8 hours,6,3,8.5,0
119459,23,1,0,9.56,1,7-8 hours,9,5,7.5,0
119461,29,5,0,7.61,5,7-8 hours,2,1,7.5,0
119466,20,3,0,7.61,2,Less than 5 hours,4,5,4,0
119489,33,5,0,7.88,1,More than 8 hours,8,4,8.5,0
119493,18,1,0,5.64,3,7-8 hours,2,3,7.5,0
119500,22,5,0,5.55,5,More than 8 hours,9,4,8.5,0
119503,34,5,0,8.58,1,7-8 hours,12,3,7.5,0
119509,18,5,0,6.83,4,7-8 hours,11,2,7.5,0
119513,31,2,0,8.9,2,5-6 hours,0,4,5.5,1
119514,27,2,0,8.43,5,7-8 hours,6,3,7.5,1
119524,24,4,0,7.13,3,More than 8 hours,6,5,8.5,0
119536,34,1,0,9.67,1,7-8 hours,10,1,7.5,0
119540,24,5,0,7.03,5,More than 8 hours,10,1,8.5,0
119548,20,3,0,5.55,2,7-8 hours,12,2,7.5,1
119550,18,4,0,6.1,1,More than 8 hours,10,3,8.5,0
119553,25,5,0,7.37,1,5-6 hours,12,2,5.5,2
119561,21,3,0,6.41,4,7-8 hours,8,2,7.5,1
119563,34,5,0,9.24,1,Less than 5 hours,7,3,4,2
119568,34,3,0,5.82,1,More than 8 hours,3,5,8.5,0
119569,29,1,0,9.93,3,7-8 hours,7,4,7.5,0
119570,34,3,0,5.97,5,5-6 hours,4,4,5.5,1
119575,21,3,0,5.58,2,7-8 hours,6,2,7.5,1
119576,31,5,0,6.83,3,5-6 hours,11,4,5.5,2
119582,25,5,0,8.74,4,More than 8 hours,6,3,8.5,0
119583,24,3,0,6.61,1,7-8 hours,7,2,7.5,1
119585,34,5,0,9.5,5,Less than 5 hours,8,1,4,2
119587,26,5,0,7.32,5,Less than 5 hours,8,2,4,2
119589,31,5,0,9.88,3,More than 8 hours,12,3,8.5,0
119594,34,4,0,6.04,3,More than 8 hours,6,5,8.5,0
119603,28,2,0,8.17,4,5-6 hours,6,1,5.5,1
119614,25,1,0,8.21,3,More than 8 hours,11,2,8.5,0
119616,24,4,0,7.9,3,5-6 hours,3,4,5.5,2
119629,26,5,0,9.39,1,More than 8 hours,9,5,8.5,0
119635,29,5,0,5.44,2,Less than 5 hours,9,5,4,2
119636,27,5,0,9.21,2,7-8 hours,11,4,7.5,0
119641,21,3,0,7.25,2,5-6 hours,12,5,5.5,2
119642,24,2,0,9.66,5,7-8 hours,3,3,7.5,1
119644,29,4,0,6.21,3,5-6 hours,10,5,5.5,2
119645,24,1,0,8.96,2,5-6 hours,11,5,5.5,2
119649,18,5,0,7.94,5,Less than 5 hours,12,4,4,2
119653,32,1,0,7.22,2,7-8 hours,8,2,7.5,0
119658,18,3,0,5.16,2,More than 8 hours,10,3,8.5,0
119659,24,5,0,7.48,2,More than 8 hours,5,4,8.5,0
119667,28,3,0,8.39,1,More than 8 hours,6,5,8.5,0
119671,24,3,0,5.75,2,7-8 hours,6,2,7.5,1
119680,29,3,0,5.91,1,Less than 5 hours,11,5,4,2
119685,33,5,0,5.51,3,More than 8 hours,0,5,8.5,0
119691,21,2,0,5.27,5,5-6 hours,9,4,5.5,2
119692,28,5,0,9.69,2,5-6 hours,10,2,5.5,2
119696,29,2,0,5.74,3,Less than 5 hours,4,1,4,0
119699,28,3,0,8.04,4,Less than 5 hours,12,4,4,2
119703,19,2,0,5.51,5,More than 8 hours,11,4,8.5,0
119710,25,4,0,9.24,2,7-8 hours,8,5,7.5,0
119712,33,1,0,8.7,2,5-6 hours,10,5,5.5,2
119713,18,5,0,5.79,3,7-8 hours,8,3,7.5,0
119721,23,1,0,7.02,4,More than 8 hours,7,1,8.5,0
119726,31,3,0,7.38,3,5-6 hours,10,3,5.5,2
119727,26,2,0,9.96,2,7-8 hours,11,4,7.5,1
